Feature Area,Feature,User Story,Expected Behavior,Source Evidence,Code Owner / Main Files,Test Method,Automated Proof,Computer/UI Proof,Manual Proof Needed,Status,Errors Found,Fix PR / Commit,Retest Result,Notes
Agent Integration,Agent config merge edge cases,"As a user with existing agent MCP config, I want Transcripted to connect without breaking my other servers.","Config merge should preserve existing MCP servers, handle malformed JSON with backup, be idempotent, and write correct Claude/Codex/Cursor formats.",Claude completeness review; Sources/Support/AgentMCPConnector.swift; Sources/Support/ClaudeDesktopIntegrationInstaller.swift,Sources/Support/,run-tests.sh AgentMCPConnectorTests ClaudeDesktopIntegrationInstallerTests,"PASS: AgentMCPConnector focused suite passed 86/86 and covers stale command replacement, malformed/unsupported forms, backups, idempotent reconnect, CRLF configs, Cursor/Codex/Claude CLI paths; ClaudeDesktopIntegrationInstaller focused suite passed 160/160 and covers preserving existing MCP servers, invalid/malformed config backup, stale helper repair, self-test failure, and timeout handling",N/A,Real agent config write on this Mac remains optional manual install proof; deterministic merge/write contracts passed,PASS,None found; Claude gap resolved by focused existing tests and source review,,RETEST PASS: bash run-tests.sh --filter AgentMCPConnector; bash run-tests.sh --filter ClaudeDesktopIntegrationInstaller,Focused proof added after Claude completeness review.
Agent Integration,Live sidecar preview security,"As a live-sidecar user, I want local preview access to be scoped and cleaned up.","Loopback preview should require a token, refuse non-local access, tear down on stop, and not leave stale live ASR sidecar state pretending to be current.",Claude completeness review; Sources/Meeting/LiveMeetingPreviewServer.swift; Sources/Meeting/LiveMeetingCodexSession.swift; commit 5f827929,Sources/Meeting/,run-tests.sh LiveMeetingPreviewServerTests LiveMeetingCodexSessionTests,"PASS: LiveMeetingPreviewServerTests now cover token-gated handoff/watcher routes, loopback host rejection, mutating method rejection, HEAD without body, and listener teardown; focused test, build, full fast tests, and integration smoke passed",NOT RUN or not required for this automated story pass,Real sidecar during live recording remains useful but deterministic sidecar security contract is covered,PASS,Fixed HEAD responses so allowed HEAD reads return headers without a response body; closed token/teardown coverage gap,5f827929,RETEST PASS: bash run-tests.sh --filter LiveMeetingPreviewServerTests; bash build-deps.sh --force; bash build.sh --no-open; bash run-tests.sh; bash run-integration-smoke.sh; git diff --check,Manual live-recording sidecar feel still belongs in broader manual QA.
Meetings,Discard/save race safety,"As a user, I want discard, stop, and save races to have one clear outcome.","Discard mid-recording or near transcription should either save/queue or explicitly delete scratch audio once, without orphaned UI state or lost recoverable audio after capture succeeded.",Claude completeness review; Sources/Meeting/MeetingSessionController.swift; Sources/Meeting/MeetingRecordingCleanup.swift; Sources/TranscriptedCore/Pipeline/TranscriptionTaskManager.swift,Sources/Meeting/; Sources/TranscriptedCore/Pipeline/,MeetingRecordingCleanupTests; RepoCommandContractTests; swift test TranscriptionTaskManagerMetadataTests; real fast stop/discard manual,"PARTIAL: MeetingRecordingCleanupTests passed 5/5; RepoCommandContractTests passed 615/615 with a new single-flight stop/discard teardown contract; swift test --filter TranscriptionTaskManagerMetadataTests passed 57/57 and covers late stop-timeout promotion, active retry scratch preservation, persistence rollback, retry cancellation, retained failed-audio cleanup, and saved-audio source preservation; Codex review clean at /tmp/transcripted-codex-review-discard-save-race-proof.txt",NOT RUN: real rapid stop/discard interaction during live capture still needs manual or UI automation proof | BLOCKED: real meeting UI/audio workflow needs a human-driven live app scenario; deterministic capture/storage/policy proof already passed where applicable.,Real fast user stop/discard interaction,BLOCKED,No product failure found in available proof; blocked proof: real meeting UI/audio workflow needs a human-driven live app scenario; deterministic capture/storage/policy proof already passed where applicable.,PR #1261; single-flight teardown contract test commit,BLOCKED: real meeting UI/audio workflow needs a human-driven live app scenario; deterministic capture/storage/policy proof already passed where applicable.,"No transcript text, audio reference, meeting title, speaker name, raw path, device name, or identity recorded in proof notes. Reclassified from UNKNOWN to BLOCKED on 2026-06-21 to remove ambiguity without overclaiming manual/hardware proof."
Reliability,Cross-feature mutual exclusion,"As a user, I want dictation, meeting recording, summaries, and speaker review to avoid stepping on each other.",Starting dictation during meeting or meeting during dictation should be blocked or queued clearly; summaries stay blocked during active capture/model prep/background work/review.,Claude completeness review; Sources/UI/Overlay/DictationSessionController.swift; Sources/Meeting/MeetingSessionController.swift; Sources/UI/Settings/HomeMeetingSummaryBetaPresentationPolicy.swift,Sources/UI/Overlay/; Sources/Meeting/; Sources/UI/Settings/,DictationRecordingStartOverlayPolicyTests; RecentCaptureScannersTests; build; full fast suite; Codex review,RETEST PASS: DictationStartAvailabilityPolicy focused tests passed inside DictationRecordingStartOverlayPolicyTests 33/33; build.sh --no-open passed with launch smoke; full fast suite passed 10537/10537; Codex review clean at /tmp/transcripted-codex-review-dictation-meeting-guard.txt,PASS: app build launch smoke passed; direct real concurrent-control UI remains optional manual proof,"Real rapid user interaction across dictation, meeting recording, summary, and speaker review controls remains useful, but deterministic start guards now cover the known cross-feature bug",RETEST PASS,"Fixed UX/logistical bug: dictation could be requested while meeting recording, meeting processing, or speaker review work was active.",PR #1261; commit 36fea2d0,"RETEST PASS: focused policy tests, app build with launch smoke, full fast tests, and Codex review all passed",Meeting start/retranscription/summary already had busy-work guards; this adds the missing dictation-start guard.
Settings,Storage relocation edge cases,"As a user moving my capture library, I want bad destinations and mid-session changes to fail safely.",No-write or unavailable folders should fail clearly; relocation during active work should not strand captures; tools should follow the updated library manifest/preference.,Claude completeness review; docs/storage-paths.md; Sources/Support/TranscriptedStoragePaths.swift; Sources/UI/Settings/TranscriptedSettingsView.swift; commit 4e57b5da,Sources/Support/; Sources/UI/Settings/; Tools/TranscriptedCaptureKit/; Sources/Meeting/; Sources/Dictation/,TranscriptedStoragePathsTests; build; full fast suite; Codex review,RETEST PASS: focused storage-path tests passed 34/34; app build with launch smoke passed; full fast suite passed 10548/10548; git diff --check passed; Codex review clean at /tmp/transcripted-codex-review-storage-relocation-rerun.txt; Local lane review proof at /Users/redbars/.codex/maestro/runs/20260621T215705Z-review-storage-paths-local,PASS: app build launch smoke passed; Settings picker now refreshes paths and shows a local alert when a selected folder cannot be prepared; direct real folder-picker click remains optional manual proof,Real folder picker with synced/no-write/no-permission locations remains useful; deterministic preference guard now covers file-shaped and unpreparable roots,RETEST PASS,Fixed UX/logistical bug: capture-library selection could persist or clear into an unusable destination without clear recovery; failed replacements now preserve the current library and alert the user,PR #1261; commit 4e57b5da,"RETEST PASS: focused storage-path tests, app build with launch smoke, full fast suite, diff hygiene, Codex review, and Local lane review all passed",Mid-session relocation with active live capture is still best checked manually/hardware; deterministic bad-destination behavior is fixed.
Settings,Retained audio retention boundaries,"As a user changing retention, I want exact cutoff behavior and conservative deletion.","7/30-day boundary, keep-all to destructive retention, and backfill cleanup should delete only owned eligible audio and never meeting Markdown or unrelated files.",Claude completeness review; Sources/Meeting/MeetingAudioStorageManager.swift; Sources/Support/AudioStoragePreferences.swift,Sources/Meeting/; Sources/Support/,run-tests.sh MeetingAudioStorageManagerTests AudioStoragePreferencesTests; add exact cutoff fixture if missing,"PASS: AudioStoragePreferencesTests passed 3/3 and MeetingAudioStorageManagerTests passed 116/116; covered delete-after windows, transcript-age pruning, frontmatter-date pruning, managed-file-only deletion, non-Transcripted and forged Markdown ignores, symlinked audio directory ignores, mixed-directory safety, never-window no-prune behavior, and failed-audio retention paths",N/A,Destructive setting confirmation UX remains useful manual check; deterministic boundary and safety behavior passed,PASS,None found in focused proof,,RETEST PASS: bash run-tests.sh --filter testAudioStoragePreferences; bash run-tests.sh --filter testMeetingAudioStorageManager,Focused proof closes the Claude exact-cutoff/safety gap.
Meetings,Meeting prompt false positives,"As a user playing media or browsing non-call tabs, I do not want Transcripted to nag me to record.",Meeting detector should avoid false prompts from non-call playback/browser activity and persist dismiss/remind state across restarts.,Claude completeness review; Sources/Meeting/MeetingPromptDetector.swift; Sources/Meeting/MeetingPromptHeuristics.swift,Sources/Meeting/,MeetingPromptDetectorTests; MeetingPromptHeuristicsTests; SyntheticMeetingPromptTests; real negative cases manual,"PARTIAL: MeetingPromptDetectorTests passed 57/57; MeetingPromptHeuristicsTests passed 58/58; SyntheticMeetingPromptTests passed 71/71; coverage pins browser-frontmost-alone quiet behavior, provider-limited native runtime prompts, stale runtime expiry, cooldown/dismiss suppression, active-recording suppression, presentation-gate suppression, and mic/browser prompt attribution without raw app/device names","NOT RUN: real media playback, browser non-call tabs, and native app negative cases still need manual or UI automation proof | BLOCKED: real meeting-prompt false-positive proof requires live media playback, browser non-call tabs, and native app negative cases; deterministic prompt policy already passed.",Real apps/media/browser negative cases,BLOCKED,"No product failure found in available proof; blocked proof: real meeting-prompt false-positive proof requires live media playback, browser non-call tabs, and native app negative cases; deterministic prompt policy already passed.",PR #1261; meeting-prompt proof-only update,"BLOCKED: real meeting-prompt false-positive proof requires live media playback, browser non-call tabs, and native app negative cases; deterministic prompt policy already passed.","No raw calendar title, URL, app identity, device name, transcript, or user content recorded in proof notes. Reclassified from UNKNOWN to BLOCKED on 2026-06-21 to remove ambiguity without overclaiming manual/hardware proof."
Onboarding,Permission denial and revoke paths,"As a user who denies or later revokes permissions, I want clear degraded-state UI and recovery steps.","Denied, partial, revoked, and re-granted microphone/Accessibility/system-audio/calendar states should show accurate copy and never silently claim capture is ready.",Claude completeness review; Sources/Support/TranscriptedPermissionAccess.swift; Sources/Support/TranscriptedPermissionKind.swift; Sources/UI/Settings/PermissionsOnboardingView.swift,Sources/Support/; Sources/UI/Settings/,TranscriptedPermissionAccessTests; PermissionStateHarnessContractTests; TranscriptedQA PermissionState tests; permission-state CLI; real TCC deny/regrant/revoke manual,"PARTIAL: TranscriptedPermissionAccessTests passed 33/33 after serial rerun and cover denied mic/calendar no-repeat-prompt behavior, system-audio unknown vs denied state, upgraded-install recheck, and forced cached-grant recheck; PermissionStateHarnessContractTests passed 8/8; swift test --package-path Tools/TranscriptedQA --filter PermissionState passed 14/14; permission-state computer-use and live-capture CLI each reported 11 pass, 0 failed, 1 warning with Automation/System Events still unproven","PARTIAL: permission-state computer-use and live-capture probes passed 11/12 with only Automation/System Events warning OSStatus -600; current host grants and Transcripted system-audio cache are ready, but real deny/regrant/revoke still needs manual TCC manipulation. | BLOCKED: real macOS TCC deny/regrant/revoke requires manual System Settings/TCC manipulation; current grants are known, but revoke/regrant proof cannot be safely synthesized here.",Real macOS TCC deny/regrant/revoke flow,BLOCKED,"No product failure found in available proof; blocked proof: real macOS TCC deny/regrant/revoke requires manual System Settings/TCC manipulation; current grants are known, but revoke/regrant proof cannot be safely synthesized here.",PR #1261; permission proof-only update,"BLOCKED: real macOS TCC deny/regrant/revoke requires manual System Settings/TCC manipulation; current grants are known, but revoke/regrant proof cannot be safely synthesized here.",Do not flatten current granted-state proof into denial/revoke proof. Reclassified from UNKNOWN to BLOCKED on 2026-06-21 to remove ambiguity without overclaiming manual/hardware proof.
Updates,Update while recording,"As a user recording a meeting, I want update/restart prompts to avoid interrupting capture.",Sparkle ready-to-install/restart flow and update failure telemetry should respect busy recording state and avoid relaunching mid-capture.,Claude completeness review; Sources/Observability/SparkleUpdaterController.swift; Sources/Support/ActivationPolicyController.swift; Sources/Meeting/MeetingSessionController.swift,Sources/Observability/; Sources/Support/; Sources/Meeting/,UpdateActionSafetyPolicyTests; build; full fast suite; UI bench; Codex review,RETEST PASS: UpdateActionSafetyPolicyTests passed 16/16; build.sh --no-open passed with launch smoke; full fast suite passed 10534/10534; Codex review clean at /tmp/transcripted-codex-review-update-safety-helper-2.txt,PASS: UI bench qa-20260621-161628 passed 3/3 checks; settings/menu action wiring builds and review verified both surfaces,"Real Sparkle update prompt during active recording or post-recording processing is still useful before release, but app-owned menu/settings update actions are now blocked during active capture work",RETEST PASS,"Fixed UX bug: menu/settings update actions could trigger check/install/restart while dictation, meeting recording, meeting processing, or speaker review work was active.",PR #1261; commit 2d622a78,"RETEST PASS: focused policy tests, app build with launch smoke, full fast tests, UI bench, and Codex review all passed","No release, appcast, Homebrew, tag, notarization, or publish action was performed."
Build and QA,Packaged app smoke,"As a contributor, I want local package validation without publishing a release.","No-publish package smoke builds the beta/distribution artifact with notarization skipped, then validates built app version/config, Sparkle settings, signing, dSYM/DMG shape, bundled helper, optional UI, and log privacy without cutting, tagging, notarizing, appcast, Homebrew, deploy, or release publication.",Tests/README.md; scripts/ops/transcripted-qa-bench.sh; scripts/ops/packaged-app-smoke.py,scripts/ops/; Tools/TranscriptedQA/; build-beta.sh,bash scripts/ops/transcripted-qa-bench.sh --mode packaged,PASS: packaged QA bench qa-20260621-153703; no-publish build-beta package smoke and packaged-app smoke both passed,Optional UI path not required for this packaged proof; separate UI smoke qa-20260621-153239 passed,"Real notarization, publication, appcast/Homebrew update, and installed-app update behavior remain out of scope for this no-release goal",PASS,None from packaged smoke,No code fix; proof lane added to matrix,PASS: packaged smoke passed qa-20260621-153703,"This did not cut, tag, notarize, publish, update appcast, update Homebrew, deploy, or release anything."
